Zona;piso;Estrato;precio_millon;Area_contruida;parqueaderos;Banos;Habitaciones;Tipo;Barrio;cordenada_longitud;Cordenada_latitud
Zona Norte;2;3;89;64;NA;1;3;Apartamento;chiminangos;-76,49283;3,4771
Zona Sur;1;6;1650;1500;4;5;3;Casa;pance;-76,49299;3,46805
Zona Sur;3;3;280;225;NA;5;8;Casa;urbanizacion el saman;-76,493;3,468
Zona Sur;NA;4;325;200;1;3;4;Casa;colseguros andes;-76,493;3,414
Zona Sur;1;4;160;60;NA;3;2;Apartamento;valle del lili;-76,493;3,467
Zona Sur;8;4;175;60;NA;2;2;Apartamento;valle del lili;-76,493;3,467
Zona Sur;NA;4;159;55;1;2;3;Apartamento;valle del lili;-76,493;3,467
Zona Sur;NA;4;159;55;1;2;3;Apartamento;valle del lili;-76,493;3,467
Zona Sur;NA;4;159;55;NA;2;3;Apartamento;valle del lili;-76,493;3,467
Zona Sur;NA;4;159;54;NA;2;3;Apartamento;valle del lili;-76,493;3,467
Zona Sur;NA;4;190;50;10;2;4;Apartamento;valle del lili;-76,493;3,468
Zona Sur;NA;5;160;54;1;1;2;Apartamento;valle del lili;-76,493;3,467
Zona Norte;NA;3;120;75;NA;2;2;Apartamento;paso del comercio;-76,493;3,485
Zona Norte;4;3;105;59;NA;2;3;Apartamento;los alcazares;-76,493;3,48547
Zona Norte;NA;3;110;60;NA;2;3;Apartamento;lares de comfenalco;-76,493;3,496
Zona Norte;NA;3;79;64;NA;1;3;Apartamento;chiminangos 2 etapa;-76,493;3,477
Zona Norte;5;3;87;54;NA;1;3;Apartamento;chiminangos 2 etapa;-76,493;3,478
Zona Norte;2;3;86;64;NA;1;3;Apartamento;chiminangos;-76,49306;3,47712
Zona Norte;5;3;93;64;NA;1;3;Apartamento;chiminangos;-76,49316;3,4777
Zona Norte;NA;3;155;75;NA;2;3;Casa;villa del prado;-76,49317;3,46587
Zona Norte;NA;3;170;62;NA;2;3;Casa;villa del prado;-76,49318;3,46711
Zona Norte;NA;3;87;62;NA;1;3;Apartamento;chiminangos;-76,49318;3,47818
Zona Norte;NA;3;87;62;NA;1;3;Apartamento;chiminangos;-76,49318;3,47818
Zona Norte;NA;3;72;61;NA;1;3;Apartamento;chiminangos;-76,49318;3,47816
Zona Norte;1;3;119;58;1;2;3;Apartamento;los alcazares;-76,49326;3,48695
Zona Norte;3;3;240;150;NA;3;4;Casa;villa del prado;-76,49329;3,46716
Zona Norte;NA;3;215;120;NA;3;3;Casa;villa del prado;-76,49332;3,46662
Zona Norte;NA;3;117;60;NA;1;3;Apartamento;chiminangos;-76,49353;3,47946
Zona Norte;2;3;120;75;NA;1;3;Casa;villa del prado;-76,49355;3,46583
Zona Norte;NA;3;200;160;NA;3;4;Casa;villa del prado;-76,49358;3,46639
Zona Norte;5;3;85;62;NA;1;3;Apartamento;chiminangos;-76,49359;3,47579
Zona Sur;1;5;265;65;1;2;3;Apartamento;la hacienda;-76,49361;3,48346
Zona Norte;NA;4;170;77;NA;2;2;Casa;villa del sol;-76,49373;3,48202
Zona Norte;1;3;215;120;NA;2;4;Casa;los andes;-76,49385;3,46896
Zona Norte;NA;3;210;100;NA;3;4;Casa;villas de veracruz;-76,494;3,473
Zona Norte;2;3;165;140;1;2;3;Casa;villa de veracruz;-76,494;3,473
Zona Norte;NA;3;330;150;3;3;4;Casa;la villa del;-76,494;3,466
Zona Norte;2;5;550;300;2;4;5;Casa;urbanización la flora;-76,494;3,466
Zona Norte;2;4;480;335;2;3;4;Casa;san vicente;-76,494;3,466
Zona Sur;1;3;245;280;NA;2;5;Casa;libertadores;-76,494;3,466
Zona Oriente;1;3;250;120;1;2;3;Casa;ciudad modelo;-76,494;3,466
Zona Sur;NA;6;575;155;2;3;3;Casa;ciudad jardín;-76,494;3,449
Zona Oriente;NA;3;130;110;NA;2;4;Casa;calipso;-76,494;3,429
Zona Sur;NA;4;159;55;1;2;3;Apartamento;valle del lili;-76,494;3,471
Zona Norte;1;3;120;62;NA;1;3;Apartamento;urbanización barranquilla;-76,494;3,477
Zona Norte;NA;3;113;56;NA;2;3;Apartamento;urbanización barranquilla;-76,494;3,477
Zona Norte;NA;5;550;113;2;2;2;Apartamento;santa mónica residencial;-76,494;3,486
Zona Norte;9;4;205;70;NA;2;2;Apartamento;prados del norte;-76,494;3,466
Zona Norte;4;3;115;58;NA;2;3;Apartamento;portada de comfandi;-76,494;3,488
Zona Norte;NA;3;130;62;1;2;3;Apartamento;los parques barranquilla;-76,494;3,47455
Zona Norte;3;4;160;120;NA;2;3;Casa;villa del sol;-76,49404;3,48257
Zona Oriente;NA;3;150;122;1;1;4;Casa;la base;-76,49406;3,44842
Zona Norte;NA;3;110;58;NA;2;3;Apartamento;metropolitano del norte;-76,49409;3,48462
Zona Norte;NA;3;176;75;NA;2;3;Casa;barranquilla;-76,4942;3,47644
Zona Norte;5;3;105;60;NA;2;3;Apartamento;oasis de comfandi;-76,49422;3,48461
Zona Norte;5;3;109;58;1;2;3;Apartamento;zona norte;-76,49445;3,48438
Zona Norte;5;3;75;62;NA;1;3;Apartamento;chiminangos;-76,49445;3,47907
Zona Norte;NA;3;120;65;1;2;3;Apartamento;villa del parque;-76,49447;3,47692
Zona Norte;NA;3;113;58;NA;2;3;Apartamento;barranquilla;-76,49447;3,47698
Zona Norte;NA;3;250;120;1;3;5;Casa;los andes;-76,49451;3,46812
Zona Oriente;NA;3;430;503;NA;4;6;Casa;la base;-76,49452;3,44947
Zona Norte;NA;3;280;240;2;4;6;Casa;los andes;-76,49454;3,47417
Zona Norte;NA;4;145;63;1;2;3;Apartamento;villa del sol;-76,49462;3,4831
Zona Norte;5;3;155;60;1;2;3;Apartamento;villa del sol;-76,49462;3,4831
Zona Norte;NA;3;130;68;1;2;3;Apartamento;villa del sol;-76,49462;3,4831
Zona Norte;2;3;170;65;1;2;3;Apartamento;metropolitano del norte;-76,49469;3,47793
Zona Norte;11;5;350;104;2;3;3;Apartamento;la flora;-76,49473;3,49195
Zona Norte;9;5;285;84;1;2;3;Apartamento;la flora;-76,49474;3,49196
Zona Norte;7;5;300;88;1;3;3;Apartamento;la flora;-76,49474;3,49196
Zona Norte;3;3;170;120;NA;2;3;Casa;villas de veracruz;-76,49474;3,46602
Zona Oriente;NA;3;240;102;3;2;2;Casa;nueva floresta;-76,49475;3,44002
Zona Norte;4;6;378;96,81;2;3;3;Apartamento;altos de menga;-76,49477;3,45232
Zona Norte;NA;4;240;82;1;3;4;Casa;villa del sol;-76,49478;3,48298
Zona Norte;5;3;99;58;NA;1;3;Apartamento;puente del comercio;-76,4948;3,48695
Zona Norte;4;3;113;57;1;2;3;Apartamento;los parques barranquilla;-76,4948;3,47787
Zona Norte;3;3;235;200;NA;3;3;Casa;villa del prado;-76,49483;3,46628
Zona Oriente;1;3;185;132;1;2;4;Casa;la base;-76,49487;3,45007
Zona Norte;3;3;175;180;NA;2;3;Casa;villa del prado;-76,495;3,46589
Zona Norte;NA;4;223;73;1;3;4;Casa;villa del sol;-76,495;3,484
Zona Norte;NA;4;250;115;1;3;3;Casa;villa del sol;-76,495;3,483
Zona Norte;2;3;145;90;NA;2;3;Casa;villa del prado;-76,495;3,466
Zona Norte;2;3;140;70;NA;2;3;Casa;villa del prado;-76,495;3,465
Zona Norte;NA;5;350;99;1;3;3;Casa;urbanización la flora;-76,495;3,467
Zona Norte;5;3;125;58;NA;2;3;Apartamento;metropolitano del norte;-76,495;3,485
Zona Norte;NA;4;120;65;NA;1;3;Apartamento;los parques barranquilla;-76,495;3,478
Zona Norte;NA;5;290;78;1;2;3;Apartamento;la flora;-76,495;3,465
Zona Oeste;NA;5;165;70;NA;1;2;Apartamento;cristales;-76,495;3,451
Zona Norte;3;3;115;55;NA;2;3;Apartamento;brisas de los;-76,495;3,491
Zona Oriente;NA;3;399;503;NA;4;6;Casa;la base;-76,49506;3,45049
Zona Norte;2;5;780;500;2;2;4;Casa;la flora;-76,4951;3,46654
Zona Norte;4;3;140;62;1;2;3;Apartamento;villa del sol;-76,4951;3,47907
Zona Norte;4;3;115;58;1;2;3;Apartamento;metropolitano del norte;-76,4951;3,4848
Zona Norte;3;4;170;120;NA;2;3;Casa;calima;-76,49519;3,48211
Zona Sur;NA;3;170;74;1;2;3;Casa;zona sur;-76,49519;3,48123
Zona Norte;NA;3;170;74;1;2;3;Casa;villa del sol;-76,49519;3,48123
Zona Norte;5;3;130;66;1;2;3;Apartamento;villa del sol;-76,49519;3,48123
Zona Norte;3;4;160;120;NA;2;3;Casa;villa del sol;-76,49523;3,48207
Zona Norte;3;4;170;120;NA;2;3;Casa;villa del sol;-76,49527;3,48108
Zona Norte;4;3;140;65;1;2;3;Apartamento;villa del sol;-76,49527;3,48142
Zona Norte;4;3;130;62;1;1;3;Apartamento;villa del prado;-76,49527;3,48734
Zona Oeste;2;3;360;257;NA;4;5;Casa;miraflores;-76,49528;3,44153
Zona Norte;NA;5;390;84;1;2;3;Apartamento;la flora;-76,49529;3,46589
Zona Norte;1;4;185;58;1;2;3;Apartamento;los andes;-76,49532;3,46861
Zona Norte;5;3;99;58;NA;1;3;Apartamento;puente del comercio;-76,49532;3,48609
Zona Sur;NA;4;255;128;1;3;3;Casa;santa anita;-76,49534;3,45004
Zona Norte;3;3;160;115;NA;3;4;Casa;villa del prado;-76,49535;3,46622
Zona Norte;3;4;160;120;NA;2;3;Casa;villa del sol;-76,49545;3,48172
Zona Oriente;NA;3;350;320;1;4;6;Casa;la base;-76,49548;3,4502
Zona Norte;5;3;98;59;1;2;3;Apartamento;oasis de comfandi;-76,49548;3,48763
Zona Norte;4;3;155;70;1;2;3;Apartamento;los andes;-76,49548;3,46647
Zona Oriente;NA;3;380;398;NA;4;10;Casa;la base;-76,49554;3,44771
Zona Oriente;3;3;310;243;NA;3;5;Casa;la base;-76,49559;3,44975
Zona Oriente;1;3;136;56;NA;1;3;Apartamento;la base;-76,49559;3,44975
Zona Norte;4;3;145;65;1;2;3;Apartamento;villa del sol;-76,49561;3,48125
Zona Norte;2;3;160;100;NA;2;3;Casa;villa del prado;-76,49565;3,46688
Zona Sur;5;4;210;104;1;3;3;Apartamento;el refugio;-76,49568;3,46879
Zona Sur;2;4;430;330;1;4;5;Casa;colseguros;-76,49571;3,41717
Zona Norte;3;3;115;58;NA;1;3;Apartamento;puente del comercio;-76,49574;3,48686
Zona Norte;1;3;180;150;1;2;4;Casa;san luis;-76,49575;3,47561
Zona Norte;NA;3;243;150;NA;4;4;Casa;barranquilla;-76,49575;3,46901
Zona Norte;5;3;98;59;NA;1;3;Apartamento;torres de comfandi;-76,49575;3,47561
Zona Norte;5;3;125;53;1;2;3;Apartamento;metropolitano del norte;-76,49582;3,4839
Zona Norte;2;3;140;65;1;2;3;Apartamento;metropolitano del norte;-76,49582;3,4839
Zona Norte;NA;3;145;60;1;2;3;Apartamento;zona residencial;-76,49583;3,48168
Zona Norte;5;3;105;58;2;2;3;Apartamento;los andes;-76,49583;3,46921
Zona Norte;5;3;95;60;1;2;3;Apartamento;metropolitano del norte;-76,49584;3,48422
Zona Centro;5;3;105;52;NA;1;3;Apartamento;torres de comfandi;-76,49593;3,47513
Zona Norte;NA;3;140;75;NA;2;3;Casa;villa del prado;-76,49597;3,46676
Zona Norte;NA;3;135;90;NA;2;3;Casa;villa del prado;-76,496;3,466
Zona Oriente;2;3;220;170;3;3;6;Casa;el trébol;-76,496;3,442
Zona Oriente;2;3;200;140;NA;3;6;Casa;nueva floresta;-76,496;3,441
Zona Norte;NA;3;412;416;1;5;7;Casa;la base;-76,496;3,45
Zona Norte;NA;3;412;140;1;4;6;Casa;base aérea;-76,496;3,45
Zona Norte;NA;3;198;90;NA;2;4;Apartamento;villa de veracruz;-76,496;3,476
Zona Norte;2;3;135;57;NA;2;3;Apartamento;villa del sol;-76,496;3,47718
Zona Norte;5;4;120;60;1;2;3;Apartamento;villa del sol;-76,496;3,482
Zona Oeste;NA;6;1583;229;3;4;3;Apartamento;santa teresita;-76,496;3,469
Zona Oeste;NA;6;1250;229;2;5;3;Apartamento;santa teresita;-76,496;3,469
Zona Norte;NA;3;116;60;NA;2;3;Apartamento;oasis de comfandi;-76,496;3,489
Zona Norte;9;5;420;115;2;4;3;Apartamento;la flora;-76,496;3,475
Zona Norte;2;3;290;170;1;2;4;Casa;paseo de los;-76,49603;3,47117
Zona Norte;1;3;110;65;NA;1;3;Apartamento;barranquilla;-76,49607;3,47609
Zona Norte;NA;4;250;94;1;3;3;Casa;metropolitano del norte;-76,49612;3,48242
Zona Norte;NA;3;300;195;2;4;4;Casa;salomia;-76,49622;3,4629
Zona Norte;NA;3;99;58;NA;1;3;Apartamento;oasis de comfandi;-76,49622;3,48697
Zona Norte;NA;5;350;160;2;3;3;Casa;la flora;-76,49632;3,46661
Zona Norte;5;4;160;72;1;2;3;Apartamento;los parques barranquilla;-76,49637;3,4751
Zona Norte;5;3;108;57;1;1;3;Apartamento;torres de comfandi;-76,49641;3,47493
Zona Norte;3;3;91;63;NA;1;3;Apartamento;los guaduales;-76,49643;3,49187
Zona Sur;4;4;190;61;1;2;3;Apartamento;valle del lili;-76,49656;3,40919
Zona Norte;2;4;330;165;1;4;4;Casa;el bosque;-76,49657;3,4514
Zona Norte;4;3;90;53;NA;1;3;Apartamento;puente del comercio;-76,49667;3,48821
Zona Norte;1;3;200;132;1;3;3;Casa;los andes;-76,49669;3,46939
Zona Norte;3;3;95;60;NA;1;3;Apartamento;los guaduales;-76,49673;3,49392
Zona Oriente;1;3;112;147;1;2;4;Apartamento;nueva floresta;-76,49679;3,43533
Zona Norte;4;3;95;55;1;2;3;Apartamento;los guaduales;-76,4968;3,4938
Zona Norte;5;3;93;60;NA;1;3;Apartamento;los guaduales;-76,4968;3,4938
Zona Norte;NA;3;85;60;NA;1;3;Apartamento;los guaduales;-76,49683;3,4915
Zona Norte;1;3;117;60;NA;1;3;Apartamento;torres de comfandi;-76,49686;3,48748
Zona Norte;4;5;300;108;2;4;4;Apartamento;La Flora;-76,49686;3,46536
Zona Norte;NA;3;89;57;NA;1;3;Apartamento;los guaduales;-76,49692;3,4941
Zona Norte;3;3;95;60;NA;1;3;Apartamento;los guaduales;-76,49693;3,49395
Zona Oriente;NA;3;233;230;NA;3;7;Casa;urbanización la nueva;-76,497;3,413
Zona Norte;NA;3;240;240;1;2;4;Casa;urbanización barranquilla;-76,497;3,475
Zona Oriente;NA;3;227;380;NA;3;6;Casa;el trébol;-76,497;3,441
Zona Norte;NA;3;450;228;NA;5;7;Casa;los andes;-76,497;3,469
Zona Norte;4;3;430;228;NA;5;7;Casa;los andes;-76,497;3,469
Zona Oriente;NA;3;131;46;NA;1;3;Casa;calipso;-76,497;3,425
Zona Centro;NA;5;350;152;1;4;3;Apartamento;santa anita;-76,497;3,44
Zona Norte;NA;3;90;53;NA;1;3;Apartamento;floralia;-76,497;3,494
Zona Norte;3;3;75;54;NA;1;3;Apartamento;chiminangos;-76,497;3,476
Zona Sur;4;5;360;110;2;2;3;Apartamento;camino real;-76,497;3,463
Zona Norte;NA;3;105;65;NA;2;3;Apartamento;metropolitano del norte;-76,49702;3,48056
Zona Norte;3;3;198;55;NA;2;4;Casa;villas de veracruz;-76,49703;3,47573
Zona Norte;NA;3;108;54;NA;1;3;Apartamento;zona norte;-76,49703;3,48575
Zona Oeste;2;6;1250;628;2;6;5;Casa;santa teresita;-76,49706;3,46972
Zona Norte;NA;3;140;65;1;2;3;Apartamento;villa del sol;-76,49706;3,47986
Zona Norte;5;4;120;53;1;2;3;Apartamento;metropolitano del norte;-76,49707;3,48408
Zona Norte;5;3;99;55;NA;1;3;Apartamento;torres de comfandi;-76,49712;3,47368
Zona Norte;NA;4;190;86;NA;2;3;Casa;villa del sol;-76,49732;3,48139
Zona Oriente;2;3;255;202;1;2;7;Casa;nueva floresta;-76,49738;3,43843
Zona Norte;NA;3;180;120;NA;3;4;Casa;villas de veracruz;-76,49744;3,47553
Zona Oriente;5;3;108;63;1;2;3;Apartamento;las ceibas;-76,49747;3,44892
Zona Oriente;1;3;255;177;1;4;5;Casa;la base;-76,4975;3,44864
Zona Norte;2;3;160;100;NA;3;3;Casa;Villas De Veracruz;-76,49753;3,47569
Zona Norte;3;4;215;75;1;3;3;Casa;villa del sol;-76,49754;3,48181
Zona Oeste;NA;5;330;281,5;1;2;6;Casa;santa isabel;-76,49755;3,40952
Zona Sur;2;4;460;330;2;5;9;Casa;san fernando;-76,49755;3,40952
Zona Norte;NA;3;190;30;1;2;3;Casa;zona norte;-76,49763;3,47273
Zona Oriente;3;3;255;252;1;4;6;Casa;villa colombia;-76,49764;3,44855
Zona Norte;NA;3;180;120;NA;3;3;Casa;acopi;-76,49768;3,4706
Zona Oeste;NA;3;143;57;NA;2;3;Apartamento;zona norte;-76,49777;3,47775
Zona Norte;3;4;253;85;1;3;3;Casa;zona norte;-76,4978;3,48088
Zona Norte;NA;3;135;59;1;2;3;Apartamento;los alamos;-76,4978;3,48738
Zona Oriente;2;3;115;60;NA;2;3;Apartamento;la base;-76,4978;3,45129
Zona Norte;5;6;820;377;1;4;4;Apartamento;acopi;-76,4978;3,47663
Zona Norte;1;3;125;58;NA;1;3;Apartamento;torres de comfandi;-76,49783;3,47512
Zona Norte;2;3;168;90;NA;2;4;Casa;los andes;-76,49784;3,46898
Zona Norte;NA;3;89;55;1;1;3;Apartamento;torres de comfandi;-76,49789;3,47513
Zona Norte;3;5;290;190;2;3;3;Apartamento;zona norte;-76,49792;3,44491
Zona Oriente;NA;3;115;68;NA;1;3;Casa;calipso;-76,49793;3,42406
Zona Norte;NA;4;280;180;NA;3;4;Casa;los andes;-76,49796;3,46882
Zona Norte;4;3;110;53;1;1;3;Apartamento;los guaduales;-76,49799;3,49178
Zona Norte;NA;3;119;57;NA;1;3;Apartamento;torres de comfandi;-76,49799;3,47496
Zona Norte;NA;3;175;120;NA;3;4;Casa;villas de veracruz;-76,498;3,476
Zona Norte;2;5;125;45;NA;2;3;Casa;villa de veracruz;-76,498;3,476
Zona Norte;3;4;223;73;1;3;4;Casa;villa del sol;-76,498;3,481
Zona Norte;4;3;550;588;2;6;9;Casa;villa colombia;-76,498;3,445
Zona Sur;3;5;650;360;2;6;5;Casa;valle del lili;-76,498;3,43
Zona Oriente;NA;3;180;145;NA;4;3;Casa;ciudad córdoba;-76,498;3,406
Zona Norte;NA;3;420;467;NA;4;8;Casa;calima;-76,498;3,429
Zona Norte;NA;3;130;65;1;2;3;Apartamento;villa del sol;-76,498;3,484
Zona Sur;11;5;270;101;2;3;3;Apartamento;santa anita;-76,498;3,448
Zona Norte;NA;3;118;62;NA;1;3;Apartamento;salomia;-76,498;3,467
Zona Norte;NA;3;120;48;1;2;3;Apartamento;los robles;-76,498;3,477
Zona Norte;NA;3;75;57;1;1;3;Apartamento;guaduales;-76,498;3,494
Zona Norte;5;3;130;60;NA;1;2;Apartamento;brisas de los;-76,498;3,497
Zona Norte;3;3;105;55;NA;1;3;Apartamento;torres de comfandi;-76,49805;3,47477
Zona Norte;1;3;120;58;1;1;3;Apartamento;torres de comfandi;-76,4981;3,47504
Zona Norte;NA;3;130;54;1;2;3;Apartamento;la alianza;-76,49813;3,47672
Zona Norte;3;3;370;1440;1;4;10;Casa;villa del prado;-76,49815;3,46343
Zona Norte;1;3;235;165;1;3;3;Casa;torres de comfandi;-76,49823;3,48018
Zona Norte;NA;3;120;61;NA;2;4;Casa;zona oriente;-76,49824;3,40468
Zona Norte;4;3;118;62;NA;1;3;Apartamento;salomia;-76,49827;3,46595
Zona Oriente;NA;3;235;250;1;3;6;Casa;el trébol;-76,49838;3,44389
Zona Sur;10;5;236;102;1;3;4;Apartamento;nueva tequendama;-76,49838;3,45246
Zona Norte;3;3;85;60;NA;1;3;Apartamento;la rivera;-76,49847;3,47479
Zona Norte;NA;4;160;135;NA;3;4;Casa;los andes;-76,49849;3,47198
Zona Oriente;4;3;430;350;1;9;9;Casa;las ceibas;-76,49856;3,43527
Zona Norte;NA;3;235;122;1;2;5;Casa;los guaduales;-76,49857;3,49055
Zona Norte;NA;3;115;64;NA;1;3;Apartamento;salomia;-76,49858;3,46462
Zona Sur;2;5;440;420;2;5;6;Casa;pampa linda;-76,4986;3,48105
Zona Oriente;3;3;150;150;NA;3;5;Casa;calipso;-76,49865;3,42517
Zona Norte;4;6;370;113;1;3;4;Apartamento;el bosque;-76,49867;3,44005
Zona Norte;8;3;140;58;NA;2;3;Apartamento;torres de comfandi;-76,4987;3,4777
Zona Norte;NA;4;220;100;1;4;4;Casa;salomia;-76,49875;3,4608
Zona Norte;5;4;215;72;1;2;3;Apartamento;zona norte los;-76,49875;3,47778
Zona Norte;1;3;120;54;1;1;3;Apartamento;torres de comfandi;-76,49875;3,47484
Zona Oriente;NA;3;85;62;NA;2;3;Apartamento;calipso;-76,49875;3,42423
Zona Norte;NA;3;120;55;NA;1;3;Apartamento;brisas de los;-76,49876;3,49659
Zona Oriente;2;3;150;95;NA;3;4;Casa;calipso;-76,49883;3,42518
Zona Oriente;3;3;78;55;NA;1;3;Apartamento;calipso;-76,49883;3,42518
Zona Norte;NA;3;135;52;NA;1;3;Apartamento;alameda del río;-76,4989;3,49666
Zona Oriente;3;3;140;70;1;3;4;Casa;el vallado;-76,49892;3,40603
Zona Norte;2;3;130;90;NA;2;3;Casa;los guaduales;-76,49896;3,49055
Zona Norte;2;3;175;135;1;3;4;Casa;los guaduales;-76,49897;3,4909
Zona Norte;1;3;130;100;NA;3;3;Casa;los guaduales;-76,49897;3,4909
Zona Norte;2;3;130;68;NA;2;3;Casa;los guaduales;-76,49897;3,4909
Zona Norte;1;3;195;128;1;2;4;Casa;los guaduales;-76,49897;3,4909
Zona Norte;1;3;97;55;NA;1;3;Apartamento;los guaduales;-76,49897;3,4909
Zona Norte;4;3;95;54;NA;1;3;Apartamento;los guaduales;-76,49897;3,4909
Zona Norte;NA;3;500;210;NA;6;6;Casa;acopi;-76,49899;3,44843
Zona Norte;4;3;120;64;NA;1;3;Apartamento;salomia;-76,49899;3,46461
Zona Norte;NA;3;199;176;NA;1;5;Apartamento;acopi;-76,49899;3,44843
Zona Oriente;NA;3;500;500;NA;3;5;Casa;villa colombia;-76,499;3,446
Zona Sur;NA;4;348;109;2;3;4;Casa;valle del lili;-76,499;3,446
Zona Sur;2;4;345;96;1;3;3;Casa;valle del lili;-76,499;3,445
Zona Sur;NA;5;320;102;2;3;3;Casa;valle del lili;-76,499;3,445
Zona Centro;NA;3;520;583;1;5;9;Casa;san bosco;-76,499;3,443
Zona Norte;2;3;295;60;NA;1;2;Casa;portales de comfandi;-76,499;3,483
Zona Norte;11;5;360;85;1;2;3;Apartamento;urbanización la flora;-76,499;3,442
Zona Norte;1;3;120;55;NA;1;3;Apartamento;torres de comfandi;-76,499;3,476
Zona Norte;3;3;118;55;NA;1;3;Apartamento;torres de comfandi;-76,499;3,476
Zona Norte;4;3;110;65;NA;1;3;Apartamento;salomia;-76,499;3,465
Zona Norte;5;4;152;66;1;3;3;Apartamento;pacará;-76,499;3,445
Zona Norte;5;4;150;77;1;2;3;Apartamento;pacara;-76,499;3,469
Zona Norte;NA;4;160;55;NA;2;3;Apartamento;metropolitano del norte;-76,499;3,479
Zona Norte;NA;3;90;53;NA;1;2;Apartamento;los guaduales;-76,499;3,425
Zona Sur;NA;4;550;197;2;4;3;Apartamento;el ingenio;-76,499;3,471
Zona Oriente;3;3;100;65;NA;2;3;Apartamento;calipso;-76,499;3,428
Zona Norte;3;3;125;60;NA;1;3;Apartamento;brisas de los;-76,499;3,496
Zona Norte;NA;3;115;58;NA;2;3;Apartamento;brisas de los;-76,499;3,496
Zona Oeste;NA;3;110;62;NA;1;3;Apartamento;norte;-76,49902;3,47585
Zona Oriente;2;3;160;120;NA;2;4;Casa;nueva floresta;-76,49907;3,44195
Zona Norte;5;4;145;55;1;2;3;Apartamento;torres de comfandi;-76,49909;3,47898
Zona Norte;NA;5;320;235;NA;4;4;Apartamento;acopi;-76,49911;3,44901
Zona Norte;7;3;135;54;NA;2;3;Apartamento;barranquilla;-76,49918;3,47864
Zona Oriente;1;3;350;72;1;4;10;Casa;zona oriente;-76,49918;3,42603
Zona Norte;3;3;350;265;NA;5;7;Casa;los guaduales;-76,4992;3,49241
Zona Norte;NA;3;90;58;NA;2;3;Apartamento;torres de comfandi;-76,4992;3,47617
Zona Norte;4;3;128;60;1;2;3;Apartamento;los andes;-76,49926;3,4729
Zona Norte;NA;3;115;160;NA;1;3;Casa;villa del prado;-76,49929;3,47094
Zona Norte;3;3;280;180;1;4;5;Casa;zona norte;-76,49931;3,47817
Zona Norte;3;3;350;264;NA;5;7;Casa;los guaduales;-76,49933;3,49239
Zona Norte;1;3;130;54;NA;2;3;Apartamento;los andes;-76,49938;3,47069
Zona Norte;8;3;140;58;NA;2;3;Apartamento;villa del sol;-76,49939;3,47774
Zona Oriente;NA;3;240;128;1;3;8;Casa;fenalco kennedy;-76,4994;3,43795
Zona Norte;5;3;98;59;1;1;3;Apartamento;torres de comfandi;-76,49949;3,4745
Zona Oriente;1;3;145;138;NA;1;2;Casa;nueva floresta;-76,49955;3,4318
Zona Norte;NA;3;110;58;1;1;3;Apartamento;torres de comfandi;-76,4996;3,47489
Zona Norte;NA;5;520;455;NA;5;4;Casa;acopi;-76,49966;3,46284
Zona Sur;2;4;950;700;1;4;6;Casa;san fernando viejo;-76,49971;3,43219
Zona Norte;5;3;120;58;NA;1;3;Apartamento;torres de comfandi;-76,49975;3,47596
Zona Sur;2;4;170;61;NA;2;2;Apartamento;valle del lili;-76,49983;3,42908
Zona Sur;10;4;139;59;NA;2;2;Apartamento;valle del lili;-76,49983;3,42908
Zona Norte;4;3;96;56;NA;2;3;Apartamento;brisas de los;-76,49991;3,49573
Zona Oriente;3;3;345;185;1;4;10;Casa;villa colombia;-76,49992;3,45014
Zona Norte;2;3;380;300;2;5;8;Casa;salomia;-76,49992;3,4682
Zona Norte;1;3;270;196;1;2;4;Casa;calima;-76,49994;3,48465
Zona Norte;NA;3;104;60;1;2;3;Apartamento;torres de comfandi;-76,49995;3,47762
Zona Norte;2;3;137;60;NA;2;3;Apartamento;torres de comfandi;-76,49995;3,47547
Zona Norte;NA;5;350;83;1;2;3;Apartamento;la flora;-76,49995;3,48347
Zona Norte;12;5;340;100;1;2;3;Apartamento;la flora;-76,49995;3,48347
Zona Oriente;3;3;415;360;NA;4;7;Casa;el paraíso;-76,49998;3,43166
Zona Sur;3;4;338;240;1;4;4;Casa;valle del lili;-76,49999;3,41185
Zona Norte;3;3;130;85;NA;2;3;Casa;villa de veracruz;-76,5;3,479
Zona Norte;NA;5;800;900;6;5;4;Casa;urbanización la flora;-76,5;3,401
Zona Oriente;NA;3;260;276;NA;4;8;Casa;el trébol;-76,5;3,474
Zona Norte;NA;5;780;450;1;4;4;Casa;san vicente;-76,5;3,401
Zona Norte;NA;3;215;95;1;2;3;Casa;salomia;-76,5;3,474
Zona Sur;2;3;300;238;1;2;6;Casa;nueva floresta;-76,5;3,443
Zona Oriente;NA;3;330;429;1;3;5;Casa;nueva floresta;-76,5;3,431
Zona Norte;NA;3;190;146;1;4;2;Casa;la floresta;-76,5;3,401
Zona Norte;NA;3;170;238;NA;1;3;Casa;evaristo garcía;-76,5;3,447
Zona Oriente;NA;3;100;53;NA;1;3;Casa;calipso;-76,5;3,49
Zona Norte;2;4;370;240;2;5;5;Casa;el bosque;-76,5;3,468
Zona Sur;2;4;148;55;NA;2;3;Apartamento;valle del lili;-76,5;3,412
